,totals,.md-counts,.yaml-counts,.py-counts,.rst-counts,.txt-counts,.sh-counts,.patch-counts,.ninja-counts,.diff-counts,.md-percent,.yaml-percent,.py-percent,.rst-percent,.txt-percent,.sh-percent,.patch-percent,.ninja-percent,.diff-percent
programming,141,0,0,128,5,0,0,8,0,0,0.0,0.0,0.9078014184397163,0.03546099290780142,0.0,0.0,0.05673758865248227,0.0,0.0
interfaces,74,0,0,66,2,0,0,6,0,0,0.0,0.0,0.8918918918918919,0.02702702702702703,0.0,0.0,0.08108108108108109,0.0,0.0
page,126,0,0,105,13,0,0,8,0,0,0.0,0.0,0.8333333333333334,0.10317460317460317,0.0,0.0,0.06349206349206349,0.0,0.0
freedesktop,253,0,0,252,0,0,0,1,0,0,0.0,0.0,0.9960474308300395,0.0,0.0,0.0,0.003952569169960474,0.0,0.0
parameters,196,0,0,127,4,0,0,65,0,0,0.0,0.0,0.6479591836734694,0.02040816326530612,0.0,0.0,0.33163265306122447,0.0,0.0
creates,89,0,0,76,12,0,1,0,0,0,0.0,0.0,0.8539325842696629,0.1348314606741573,0.0,0.011235955056179775,0.0,0.0,0.0
normally,52,0,0,34,13,0,2,3,0,0,0.0,0.0,0.6538461538461539,0.25,0.0,0.038461538461538464,0.057692307692307696,0.0,0.0
stores,48,0,0,46,2,0,0,0,0,0,0.0,0.0,0.9583333333333334,0.041666666666666664,0.0,0.0,0.0,0.0,0.0
once,161,0,0,89,35,0,2,35,0,0,0.0,0.0,0.5527950310559007,0.21739130434782608,0.0,0.012422360248447204,0.21739130434782608,0.0,0.0
bool,1183,0,0,1104,0,1,0,77,0,1,0.0,0.0,0.9332206255283179,0.0,0.0008453085376162299,0.0,0.0650887573964497,0.0,0.0008453085376162299
execution,102,0,0,55,3,0,0,44,0,0,0.0,0.0,0.5392156862745098,0.029411764705882353,0.0,0.0,0.43137254901960786,0.0,0.0
algorithm,121,0,0,101,5,0,0,15,0,0,0.0,0.0,0.8347107438016529,0.04132231404958678,0.0,0.0,0.12396694214876033,0.0,0.0
actually,91,0,0,75,14,0,0,2,0,0,0.0,0.0,0.8241758241758241,0.15384615384615385,0.0,0.0,0.02197802197802198,0.0,0.0
normalize,68,0,0,63,5,0,0,0,0,0,0.0,0.0,0.9264705882352942,0.07352941176470588,0.0,0.0,0.0,0.0,0.0
precision,181,0,0,161,1,0,0,19,0,0,0.0,0.0,0.8895027624309392,0.0055248618784530384,0.0,0.0,0.10497237569060773,0.0,0.0
matches,291,0,0,241,6,3,0,41,0,0,0.0,0.0,0.8281786941580757,0.020618556701030927,0.010309278350515464,0.0,0.140893470790378,0.0,0.0
isfile,125,0,0,124,0,0,0,1,0,0,0.0,0.0,0.992,0.0,0.0,0.0,0.008,0.0,0.0
lexer,60,0,0,54,2,0,0,4,0,0,0.0,0.0,0.9,0.03333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0
dependent,412,0,0,399,10,0,0,3,0,0,0.0,0.0,0.9684466019417476,0.024271844660194174,0.0,0.0,0.007281553398058253,0.0,0.0
causes,50,0,0,46,2,0,0,2,0,0,0.0,0.0,0.92,0.04,0.0,0.0,0.04,0.0,0.0
decode,66,0,0,60,0,0,4,2,0,0,0.0,0.0,0.9090909090909091,0.0,0.0,0.06060606060606061,0.030303030303030304,0.0,0.0
tokens,242,0,0,231,11,0,0,0,0,0,0.0,0.0,0.9545454545454546,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
token,775,0,0,758,4,0,8,5,0,0,0.0,0.0,0.9780645161290322,0.005161290322580645,0.0,0.01032258064516129,0.0064516129032258064,0.0,0.0
done,165,0,0,112,26,0,0,27,0,0,0.0,0.0,0.6787878787878788,0.15757575757575756,0.0,0.0,0.16363636363636364,0.0,0.0
quotes,46,0,0,31,3,0,0,12,0,0,0.0,0.0,0.6739130434782609,0.06521739130434782,0.0,0.0,0.2608695652173913,0.0,0.0
sequences,84,0,0,78,0,0,0,6,0,0,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.07142857142857142,0.0,0.0
trailing,54,0,0,49,0,0,0,5,0,0,0.0,0.0,0.9074074074074074,0.0,0.0,0.0,0.09259259259259259,0.0,0.0
cmd,737,0,0,653,49,0,9,26,0,0,0.0,0.0,0.8860244233378561,0.06648575305291723,0.0,0.012211668928086838,0.035278154681139755,0.0,0.0
popen,42,0,0,42,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pipe,97,0,0,77,0,0,0,20,0,0,0.0,0.0,0.7938144329896907,0.0,0.0,0.0,0.20618556701030927,0.0,0.0
colon,73,0,0,70,2,0,0,1,0,0,0.0,0.0,0.958904109589041,0.0273972602739726,0.0,0.0,0.0136986301369863,0.0,0.0
listdir,104,0,0,104,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
entries,116,0,0,101,11,0,2,2,0,0,0.0,0.0,0.8706896551724138,0.09482758620689655,0.0,0.017241379310344827,0.017241379310344827,0.0,0.0
filepath,62,0,0,62,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
readline,176,0,0,148,7,0,0,21,0,0,0.0,0.0,0.8409090909090909,0.03977272727272727,0.0,0.0,0.11931818181818182,0.0,0.0
logger,60,0,0,49,0,0,0,11,0,0,0.0,0.0,0.8166666666666667,0.0,0.0,0.0,0.18333333333333332,0.0,0.0
todo,335,0,0,320,3,0,4,8,0,0,0.0,0.0,0.9552238805970149,0.008955223880597015,0.0,0.011940298507462687,0.023880597014925373,0.0,0.0
along,57,0,0,41,3,0,2,11,0,0,0.0,0.0,0.7192982456140351,0.05263157894736842,0.0,0.03508771929824561,0.19298245614035087,0.0,0.0
xml,431,0,0,371,2,0,0,58,0,0,0.0,0.0,0.8607888631090487,0.004640371229698376,0.0,0.0,0.1345707656612529,0.0,0.0
expat,90,0,0,64,8,0,0,18,0,0,0.0,0.0,0.7111111111111111,0.08888888888888889,0.0,0.0,0.2,0.0,0.0
child,174,0,0,171,1,0,0,2,0,0,0.0,0.0,0.9827586206896551,0.005747126436781609,0.0,0.0,0.011494252873563218,0.0,0.0
expr,268,0,0,263,0,0,0,5,0,0,0.0,0.0,0.9813432835820896,0.0,0.0,0.0,0.018656716417910446,0.0,0.0
modname,49,0,0,49,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
inline,165,0,0,61,3,0,0,100,0,1,0.0,0.0,0.3696969696969697,0.01818181818181818,0.0,0.0,0.6060606060606061,0.0,0.006060606060606061
generates,44,0,0,37,6,0,1,0,0,0,0.0,0.0,0.8409090909090909,0.13636363636363635,0.0,0.022727272727272728,0.0,0.0,0.0
stmt,45,0,0,43,0,0,0,2,0,0,0.0,0.0,0.9555555555555556,0.0,0.0,0.0,0.044444444444444446,0.0,0.0
statement,110,0,0,96,7,0,1,6,0,0,0.0,0.0,0.8727272727272727,0.06363636363636363,0.0,0.00909090909090909,0.05454545454545454,0.0,0.0
walk,57,0,0,57,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
defaultdict,40,0,0,40,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ea,932,0,0,907,0,0,0,25,0,0,0.0,0.0,0.973175965665236,0.0,0.0,0.0,0.02682403433476395,0.0,0.0
fa,951,0,0,939,1,0,0,11,0,0,0.0,0.0,0.9873817034700315,0.0010515247108307045,0.0,0.0,0.011566771819137749,0.0,0.0
ctest,43,0,0,34,1,0,0,8,0,0,0.0,0.0,0.7906976744186046,0.023255813953488372,0.0,0.0,0.18604651162790697,0.0,0.0
kitware,47,0,0,36,2,0,0,9,0,0,0.0,0.0,0.7659574468085106,0.0425531914893617,0.0,0.0,0.19148936170212766,0.0,0.0
extract,88,0,0,72,1,0,2,13,0,0,0.0,0.0,0.8181818181818182,0.011363636363636364,0.0,0.022727272727272728,0.14772727272727273,0.0,0.0
port,60,0,0,19,6,0,0,35,0,0,0.0,0.0,0.31666666666666665,0.1,0.0,0.0,0.5833333333333334,0.0,0.0
stable,68,0,0,58,9,1,0,0,0,0,0.0,0.0,0.8529411764705882,0.1323529411764706,0.014705882352941176,0.0,0.0,0.0,0.0
modern,43,0,0,37,6,0,0,0,0,0,0.0,0.0,0.8604651162790697,0.13953488372093023,0.0,0.0,0.0,0.0,0.0
jsonschema,102,0,0,85,17,0,0,0,0,0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
schema,667,0,0,655,12,0,0,0,0,0,0.0,0.0,0.9820089955022488,0.017991004497751123,0.0,0.0,0.0,0.0,0.0
drop,43,0,0,42,1,0,0,0,0,0,0.0,0.0,0.9767441860465116,0.023255813953488372,0.0,0.0,0.0,0.0,0.0
validators,96,0,0,96,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
dd,992,0,0,969,1,0,0,22,0,0,0.0,0.0,0.9768145161290323,0.0010080645161290322,0.0,0.0,0.02217741935483871,0.0,0.0
markup,134,0,0,117,17,0,0,0,0,0,0.0,0.0,0.8731343283582089,0.12686567164179105,0.0,0.0,0.0,0.0,0.0
safe,171,0,0,157,6,0,0,8,0,0,0.0,0.0,0.9181286549707602,0.03508771929824561,0.0,0.0,0.04678362573099415,0.0,0.0
substitute,88,0,0,78,3,0,0,7,0,0,0.0,0.0,0.8863636363636364,0.03409090909090909,0.0,0.0,0.07954545454545454,0.0,0.0
ini,66,0,0,64,2,0,0,0,0,0,0.0,0.0,0.9696969696969697,0.030303030303030304,0.0,0.0,0.0,0.0,0.0
framework,250,0,0,223,2,1,0,24,0,0,0.0,0.0,0.892,0.008,0.004,0.0,0.096,0.0,0.0
ff,951,0,0,934,0,0,0,17,0,0,0.0,0.0,0.982124079915878,0.0,0.0,0.0,0.017875920084121977,0.0,0.0
cbc,51,0,0,50,0,0,0,1,0,0,0.0,0.0,0.9803921568627451,0.0,0.0,0.0,0.0196078431372549,0.0,0.0
ec,910,0,0,889,0,0,0,20,0,1,0.0,0.0,0.9769230769230769,0.0,0.0,0.0,0.02197802197802198,0.0,0.001098901098901099
ruamel,95,0,0,93,2,0,0,0,0,0,0.0,0.0,0.9789473684210527,0.021052631578947368,0.0,0.0,0.0,0.0,0.0
pyyaml,42,0,0,39,3,0,0,0,0,0,0.0,0.0,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
replaced,40,0,0,31,3,0,1,5,0,0,0.0,0.0,0.775,0.075,0.0,0.025,0.125,0.0,0.0
macholib,47,0,0,47,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
manipulation,55,0,0,53,0,0,0,2,0,0,0.0,0.0,0.9636363636363636,0.0,0.0,0.0,0.03636363636363636,0.0,0.0
mach,106,0,0,97,0,0,0,9,0,0,0.0,0.0,0.9150943396226415,0.0,0.0,0.0,0.08490566037735849,0.0,0.0
altgraph,42,0,0,42,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
inc,283,0,0,164,6,0,0,113,0,0,0.0,0.0,0.5795053003533569,0.02120141342756184,0.0,0.0,0.3992932862190813,0.0,0.0
reserved,105,0,0,78,4,0,0,23,0,0,0.0,0.0,0.7428571428571429,0.0380952380952381,0.0,0.0,0.21904761904761905,0.0,0.0
prior,58,0,0,51,5,0,0,2,0,0,0.0,0.0,0.8793103448275862,0.08620689655172414,0.0,0.0,0.034482758620689655,0.0,0.0
services,46,0,0,40,0,0,0,6,0,0,0.0,0.0,0.8695652173913043,0.0,0.0,0.0,0.13043478260869565,0.0,0.0
party,44,0,0,33,0,0,0,11,0,0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0
corresponding,85,0,0,74,8,0,1,2,0,0,0.0,0.0,0.8705882352941177,0.09411764705882353,0.0,0.011764705882352941,0.023529411764705882,0.0,0.0
developed,62,0,0,58,4,0,0,0,0,0,0.0,0.0,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.0,0.0
toolkit,126,0,0,121,1,0,0,4,0,0,0.0,0.0,0.9603174603174603,0.007936507936507936,0.0,0.0,0.031746031746031744,0.0,0.0
computing,99,0,0,92,0,0,0,7,0,0,0.0,0.0,0.9292929292929293,0.0,0.0,0.0,0.0707070707070707,0.0,0.0
research,65,0,0,59,0,0,0,6,0,0,0.0,0.0,0.9076923076923077,0.0,0.0,0.0,0.09230769230769231,0.0,0.0
eb,959,0,0,943,1,0,0,15,0,0,0.0,0.0,0.9833159541188738,0.0010427528675703858,0.0,0.0,0.01564129301355579,0.0,0.0
expressions,78,0,0,73,5,0,0,0,0,0,0.0,0.0,0.9358974358974359,0.0641025641025641,0.0,0.0,0.0,0.0,0.0
algorithms,119,0,0,111,1,0,0,7,0,0,0.0,0.0,0.9327731092436975,0.008403361344537815,0.0,0.0,0.058823529411764705,0.0,0.0
date,302,0,0,187,11,0,3,101,0,0,0.0,0.0,0.6192052980132451,0.03642384105960265,0.0,0.009933774834437087,0.3344370860927152,0.0,0.0
division,46,0,0,46,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
predicate,58,0,0,57,0,1,0,0,0,0,0.0,0.0,0.9827586206896551,0.0,0.017241379310344827,0.0,0.0,0.0,0.0
evaluate,49,0,0,45,1,0,0,3,0,0,0.0,0.0,0.9183673469387755,0.02040816326530612,0.0,0.0,0.061224489795918366,0.0,0.0
designed,161,0,0,143,18,0,0,0,0,0,0.0,0.0,0.8881987577639752,0.11180124223602485,0.0,0.0,0.0,0.0,0.0
merged,60,0,0,46,14,0,0,0,0,0,0.0,0.0,0.7666666666666667,0.23333333333333334,0.0,0.0,0.0,0.0,0.0
undefined,226,0,0,209,0,5,1,11,0,0,0.0,0.0,0.9247787610619469,0.0,0.022123893805309734,0.004424778761061947,0.048672566371681415,0.0,0.0
reference,200,0,0,182,14,1,0,3,0,0,0.0,0.0,0.91,0.07,0.005,0.0,0.015,0.0,0.0
bb,910,0,0,895,1,1,0,11,0,2,0.0,0.0,0.9835164835164835,0.001098901098901099,0.001098901098901099,0.0,0.012087912087912088,0.0,0.002197802197802198
ee,937,0,0,908,0,0,0,28,0,1,0.0,0.0,0.9690501600853789,0.0,0.0,0.0,0.029882604055496264,0.0,0.0010672358591248667
ss,41,0,0,26,0,0,0,15,0,0,0.0,0.0,0.6341463414634146,0.0,0.0,0.0,0.36585365853658536,0.0,0.0
pp,66,0,0,15,1,0,0,50,0,0,0.0,0.0,0.22727272727272727,0.015151515151515152,0.0,0.0,0.7575757575757576,0.0,0.0
symbol,227,0,0,65,0,0,0,162,0,0,0.0,0.0,0.28634361233480177,0.0,0.0,0.0,0.7136563876651982,0.0,0.0
rule,62,0,0,39,6,0,0,16,1,0,0.0,0.0,0.6290322580645161,0.0967741935483871,0.0,0.0,0.25806451612903225,0.016129032258064516,0.0
loaded,82,0,0,67,13,0,0,2,0,0,0.0,0.0,0.8170731707317073,0.15853658536585366,0.0,0.0,0.024390243902439025,0.0,0.0
                     ,75,0,0,63,2,1,0,9,0,0,0.0,0.0,0.84,0.02666666666666667,0.013333333333333334,0.0,0.12,0.0,0.0
symbols,162,0,0,135,0,0,0,27,0,0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
                                    ,85,0,0,7,2,0,0,76,0,0,0.0,0.0,0.08235294117647059,0.023529411764705882,0.0,0.0,0.8941176470588236,0.0,0.0
ansi,59,0,0,50,0,0,0,9,0,0,0.0,0.0,0.847457627118644,0.0,0.0,0.0,0.15254237288135594,0.0,0.0
detected,62,0,0,47,5,0,0,10,0,0,0.0,0.0,0.7580645161290323,0.08064516129032258,0.0,0.0,0.16129032258064516,0.0,0.0
bind,106,0,0,60,1,0,0,45,0,0,0.0,0.0,0.5660377358490566,0.009433962264150943,0.0,0.0,0.42452830188679247,0.0,0.0
ref,509,0,0,335,97,0,2,75,0,0,0.0,0.0,0.6581532416502947,0.1905697445972495,0.0,0.003929273084479371,0.14734774066797643,0.0,0.0
definition,61,0,0,49,2,0,0,10,0,0,0.0,0.0,0.8032786885245902,0.03278688524590164,0.0,0.0,0.16393442622950818,0.0,0.0
za,76,0,0,73,1,0,0,2,0,0,0.0,0.0,0.9605263157894737,0.013157894736842105,0.0,0.0,0.02631578947368421,0.0,0.0
                 ,274,0,0,248,12,5,0,9,0,0,0.0,0.0,0.9051094890510949,0.043795620437956206,0.01824817518248175,0.0,0.032846715328467155,0.0,0.0
events,77,0,0,76,0,0,0,1,0,0,0.0,0.0,0.987012987012987,0.0,0.0,0.0,0.012987012987012988,0.0,0.0
getvalue,70,0,0,67,0,0,0,3,0,0,0.0,0.0,0.9571428571428572,0.0,0.0,0.0,0.04285714285714286,0.0,0.0
chunks,96,0,0,56,0,0,0,40,0,0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.4166666666666667,0.0,0.0
math,200,0,0,138,3,1,0,58,0,0,0.0,0.0,0.69,0.015,0.005,0.0,0.29,0.0,0.0
times,68,0,0,57,2,0,0,9,0,0,0.0,0.0,0.8382352941176471,0.029411764705882353,0.0,0.0,0.1323529411764706,0.0,0.0
profile,113,0,0,78,24,0,0,11,0,0,0.0,0.0,0.6902654867256637,0.21238938053097345,0.0,0.0,0.09734513274336283,0.0,0.0
whole,69,0,0,42,5,0,0,22,0,0,0.0,0.0,0.6086956521739131,0.07246376811594203,0.0,0.0,0.3188405797101449,0.0,0.0
offset,211,0,0,175,2,0,0,34,0,0,0.0,0.0,0.8293838862559242,0.009478672985781991,0.0,0.0,0.16113744075829384,0.0,0.0
array,258,0,0,146,4,2,0,106,0,0,0.0,0.0,0.5658914728682171,0.015503875968992248,0.007751937984496124,0.0,0.4108527131782946,0.0,0.0
record,121,0,0,116,0,0,0,5,0,0,0.0,0.0,0.9586776859504132,0.0,0.0,0.0,0.04132231404958678,0.0,0.0
stream,748,0,0,702,3,0,0,43,0,0,0.0,0.0,0.9385026737967914,0.004010695187165776,0.0,0.0,0.05748663101604278,0.0,0.0
small,133,0,0,96,11,0,1,25,0,0,0.0,0.0,0.7218045112781954,0.08270676691729323,0.0,0.007518796992481203,0.18796992481203006,0.0,0.0
async,199,0,0,197,0,0,0,2,0,0,0.0,0.0,0.9899497487437185,0.0,0.0,0.0,0.010050251256281407,0.0,0.0
rstrip,68,0,0,66,0,0,0,2,0,0,0.0,0.0,0.9705882352941176,0.0,0.0,0.0,0.029411764705882353,0.0,0.0
coding,71,0,0,68,2,0,0,1,0,0,0.0,0.0,0.9577464788732394,0.028169014084507043,0.0,0.0,0.014084507042253521,0.0,0.0
bsd,60,0,0,55,0,0,0,5,0,0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.08333333333333333,0.0,0.0
nodes,462,0,0,458,0,0,0,4,0,0,0.0,0.0,0.9913419913419913,0.0,0.0,0.0,0.008658008658008658,0.0,0.0
enter,99,0,0,84,4,0,0,11,0,0,0.0,0.0,0.8484848484848485,0.04040404040404041,0.0,0.0,0.1111111111111111,0.0,0.0
loads,108,0,0,80,28,0,0,0,0,0,0.0,0.0,0.7407407407407407,0.25925925925925924,0.0,0.0,0.0,0.0,0.0
depending,56,0,0,36,15,0,0,5,0,0,0.0,0.0,0.6428571428571429,0.26785714285714285,0.0,0.0,0.08928571428571429,0.0,0.0
compilation,67,0,0,43,4,2,0,18,0,0,0.0,0.0,0.6417910447761194,0.05970149253731343,0.029850746268656716,0.0,0.26865671641791045,0.0,0.0
imports,41,0,0,28,4,0,0,9,0,0,0.0,0.0,0.6829268292682927,0.0975609756097561,0.0,0.0,0.21951219512195122,0.0,0.0
dynamic,122,0,0,93,2,5,0,18,0,4,0.0,0.0,0.7622950819672131,0.01639344262295082,0.040983606557377046,0.0,0.14754098360655737,0.0,0.03278688524590164
inheritance,42,0,0,42,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
extends,265,0,0,248,13,0,0,4,0,0,0.0,0.0,0.9358490566037736,0.04905660377358491,0.0,0.0,0.01509433962264151,0.0,0.0
warn,294,0,0,220,2,0,1,71,0,0,0.0,0.0,0.7482993197278912,0.006802721088435374,0.0,0.003401360544217687,0.24149659863945577,0.0,0.0
words,42,0,0,33,2,0,0,7,0,0,0.0,0.0,0.7857142857142857,0.047619047619047616,0.0,0.0,0.16666666666666666,0.0,0.0
ac,1335,0,0,987,4,0,0,336,0,8,0.0,0.0,0.7393258426966293,0.00299625468164794,0.0,0.0,0.251685393258427,0.0,0.00599250936329588
ad,952,0,0,925,7,1,0,19,0,0,0.0,0.0,0.9716386554621849,0.007352941176470588,0.0010504201680672268,0.0,0.01995798319327731,0.0,0.0
sed,73,0,0,30,1,0,2,40,0,0,0.0,0.0,0.410958904109589,0.0136986301369863,0.0,0.0273972602739726,0.547945205479452,0.0,0.0
contents,165,0,0,154,4,2,0,5,0,0,0.0,0.0,0.9333333333333333,0.024242424242424242,0.012121212121212121,0.0,0.030303030303030304,0.0,0.0
utils,208,0,0,168,13,0,0,27,0,0,0.0,0.0,0.8076923076923077,0.0625,0.0,0.0,0.12980769230769232,0.0,0.0
due,71,0,0,60,8,0,1,2,0,0,0.0,0.0,0.8450704225352113,0.11267605633802817,0.0,0.014084507042253521,0.028169014084507043,0.0,0.0
implementations,92,0,0,84,6,0,0,2,0,0,0.0,0.0,0.9130434782608695,0.06521739130434782,0.0,0.0,0.021739130434782608,0.0,0.0
catch,53,0,0,41,2,0,0,10,0,0,0.0,0.0,0.7735849056603774,0.03773584905660377,0.0,0.0,0.18867924528301888,0.0,0.0
frames,48,0,0,47,0,0,0,1,0,0,0.0,0.0,0.9791666666666666,0.0,0.0,0.0,0.020833333333333332,0.0,0.0
prev,51,0,0,33,0,0,0,18,0,0,0.0,0.0,0.6470588235294118,0.0,0.0,0.0,0.35294117647058826,0.0,0.0
render,75,0,0,74,0,0,0,1,0,0,0.0,0.0,0.9866666666666667,0.0,0.0,0.0,0.013333333333333334,0.0,0.0
standard,460,0,0,267,14,0,2,177,0,0,0.0,0.0,0.5804347826086956,0.030434782608695653,0.0,0.004347826086956522,0.3847826086956522,0.0,0.0
raising,44,0,0,44,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hint,46,0,0,44,0,0,0,2,0,0,0.0,0.0,0.9565217391304348,0.0,0.0,0.0,0.043478260869565216,0.0,0.0
translate,16,0,0,15,0,0,0,1,0,0,0.0,0.0,0.9375,0.0,0.0,0.0,0.0625,0.0,0.0
save,165,0,0,120,6,0,7,32,0,0,0.0,0.0,0.7272727272727273,0.03636363636363636,0.0,0.04242424242424243,0.19393939393939394,0.0,0.0
xxx,77,0,0,74,0,0,0,3,0,0,0.0,0.0,0.961038961038961,0.0,0.0,0.0,0.03896103896103896,0.0,0.0
backup,80,0,0,78,1,0,0,1,0,0,0.0,0.0,0.975,0.0125,0.0,0.0,0.0125,0.0,0.0
ctx,325,0,0,286,0,0,0,39,0,0,0.0,0.0,0.88,0.0,0.0,0.0,0.12,0.0,0.0
depth,101,0,0,92,4,0,0,5,0,0,0.0,0.0,0.9108910891089109,0.039603960396039604,0.0,0.0,0.04950495049504951,0.0,0.0
cur,113,0,0,76,0,0,0,37,0,0,0.0,0.0,0.672566371681416,0.0,0.0,0.0,0.3274336283185841,0.0,0.0
figure,43,0,0,36,3,0,1,3,0,0,0.0,0.0,0.8372093023255814,0.06976744186046512,0.0,0.023255813953488372,0.06976744186046512,0.0,0.0
called,308,0,0,251,24,0,1,32,0,0,0.0,0.0,0.814935064935065,0.07792207792207792,0.0,0.003246753246753247,0.1038961038961039,0.0,0.0
won,53,0,0,45,8,0,0,0,0,0,0.0,0.0,0.8490566037735849,0.1509433962264151,0.0,0.0,0.0,0.0,0.0
co,198,0,0,190,2,0,0,6,0,0,0.0,0.0,0.9595959595959596,0.010101010101010102,0.0,0.0,0.030303030303030304,0.0,0.0
block,1228,0,0,548,493,0,0,187,0,0,0.0,0.0,0.44625407166123776,0.4014657980456026,0.0,0.0,0.15228013029315962,0.0,0.0
firstlineno,43,0,0,43,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ctypes,44,0,0,44,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pointer,93,0,0,53,0,2,0,38,0,0,0.0,0.0,0.5698924731182796,0.0,0.021505376344086023,0.0,0.40860215053763443,0.0,0.0
unsafe,54,0,0,50,3,0,1,0,0,0,0.0,0.0,0.9259259259259259,0.05555555555555555,0.0,0.018518518518518517,0.0,0.0,0.0
generators,50,0,0,43,6,0,0,1,0,0,0.0,0.0,0.86,0.12,0.0,0.0,0.02,0.0,0.0
deque,93,0,0,93,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mutable,147,0,0,141,0,0,0,6,0,0,0.0,0.0,0.9591836734693877,0.0,0.0,0.0,0.04081632653061224,0.0,0.0
sequence,436,0,0,417,0,1,0,18,0,0,0.0,0.0,0.9564220183486238,0.0,0.0022935779816513763,0.0,0.04128440366972477,0.0,0.0
collection,198,0,0,196,1,0,0,1,0,0,0.0,0.0,0.98989898989899,0.005050505050505051,0.0,0.0,0.005050505050505051,0.0,0.0
rotate,6,0,0,6,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
why,42,0,0,32,8,0,0,2,0,0,0.0,0.0,0.7619047619047619,0.19047619047619047,0.0,0.0,0.047619047619047616,0.0,0.0
idx,145,0,0,130,0,0,0,15,0,0,0.0,0.0,0.896551724137931,0.0,0.0,0.0,0.10344827586206896,0.0,0.0
inspect,163,0,0,160,3,0,0,0,0,0,0.0,0.0,0.9815950920245399,0.018404907975460124,0.0,0.0,0.0,0.0,0.0
ranges,52,0,0,42,1,0,0,9,0,0,0.0,0.0,0.8076923076923077,0.019230769230769232,0.0,0.0,0.17307692307692307,0.0,0.0
marks,64,0,0,63,0,0,0,1,0,0,0.0,0.0,0.984375,0.0,0.0,0.0,0.015625,0.0,0.0
delete,96,0,0,60,8,0,0,28,0,0,0.0,0.0,0.625,0.08333333333333333,0.0,0.0,0.2916666666666667,0.0,0.0
overridden,78,0,0,56,13,0,1,8,0,0,0.0,0.0,0.717948717948718,0.16666666666666666,0.0,0.01282051282051282,0.10256410256410256,0.0,0.0
rendering,49,0,0,44,2,0,0,3,0,0,0.0,0.0,0.8979591836734694,0.04081632653061224,0.0,0.0,0.061224489795918366,0.0,0.0
caller,133,0,0,126,0,0,0,7,0,0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.05263157894736842,0.0,0.0
callback,101,0,0,56,2,0,0,43,0,0,0.0,0.0,0.5544554455445545,0.019801980198019802,0.0,0.0,0.42574257425742573,0.0,0.0
operators,53,0,0,50,1,0,0,2,0,0,0.0,0.0,0.9433962264150944,0.018867924528301886,0.0,0.0,0.03773584905660377,0.0,0.0
binop,41,0,0,41,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
perform,108,0,0,89,2,0,0,17,0,0,0.0,0.0,0.8240740740740741,0.018518518518518517,0.0,0.0,0.1574074074074074,0.0,0.0
native,130,0,0,68,5,0,0,57,0,0,0.0,0.0,0.5230769230769231,0.038461538461538464,0.0,0.0,0.43846153846153846,0.0,0.0
ones,46,0,0,40,5,0,0,1,0,0,0.0,0.0,0.8695652173913043,0.10869565217391304,0.0,0.0,0.021739130434782608,0.0,0.0
executed,54,0,0,50,1,0,0,3,0,0,0.0,0.0,0.9259259259259259,0.018518518518518517,0.0,0.0,0.05555555555555555,0.0,0.0
